1.60001	3.14159	-0.0214783
1.62501	3.14159	-0.0207322
1.65001	3.14159	-0.0200045
1.67501	3.14159	-0.0192955
1.70001	3.14159	-0.0186051
1.72501	3.14159	-0.0179332
1.75001	3.14159	-0.0172798
1.77501	3.14159	-0.0166448
1.80001	3.14159	-0.0160279
1.82501	3.14159	-0.0154292
1.85001	3.14159	-0.0148482
1.87501	3.14159	-0.0142849
1.90001	3.14159	-0.013739
1.92501	3.14159	-0.0132103
1.95001	3.14159	-0.0126986
1.97501	3.14159	-0.0122035
2.00001	3.14159	-0.0117248
2.02501	3.14159	-0.0112621
2.05001	3.14159	-0.0108152
2.07501	3.14159	-0.0103836
2.10001	3.14159	-0.00996704
2.12501	3.14159	-0.00956516
2.15001	3.14159	-0.00917763
2.17501	3.14159	-0.00880408
2.20001	3.14159	-0.00844416
2.22501	3.14159	-0.00809749
2.25001	3.14159	-0.00776373
2.27501	3.14159	-0.0074425
2.30001	3.14159	-0.00713343
2.32501	3.14159	-0.00683618
2.35001	3.14159	-0.00655038
2.37501	3.14159	-0.00627567
2.40001	3.14159	-0.00601171
2.42501	3.14159	-0.00575815
2.45001	3.14159	-0.00551464
2.47501	3.14159	-0.00528085
2.50001	3.14159	-0.00505645
2.52501	3.14159	-0.00484111
2.55001	3.14159	-0.00463452
2.57501	3.14159	-0.00443636
2.60001	3.14159	-0.00424634
2.62501	3.14159	-0.00406414
2.65001	3.14159	-0.00388948
2.67501	3.14159	-0.00372208
2.70001	3.14159	-0.00356168
2.72501	3.14159	-0.00340801
2.75001	3.14159	-0.0032608
2.77501	3.14159	-0.0031198
2.80001	3.14159	-0.00298478
2.82501	3.14159	-0.0028555
2.85001	3.14159	-0.00273173
2.87501	3.14159	-0.00261324
2.90001	3.14159	-0.00249983
2.92501	3.14159	-0.00239129
2.95001	3.14159	-0.00228742
2.97501	3.14159	-0.00218802
3.00001	3.14159	-0.00209292
3.02501	3.14159	-0.00200193
3.05001	3.14159	-0.00191488
3.07501	3.14159	-0.00183161
3.10001	3.14159	-0.00175196
3.12501	3.14159	-0.00167577
3.15001	3.14159	-0.0016029
3.17501	3.14159	-0.00153319
3.20001	3.14159	-0.00146653
3.22501	3.14159	-0.00140278
3.25001	3.14159	-0.00134182
3.27501	3.14159	-0.00128352
3.30001	3.14159	-0.00122778
3.32501	3.14159	-0.00117447
3.35001	3.14159	-0.0011235
3.37501	3.14159	-0.00107476
3.40001	3.14159	-0.00102815
3.42501	3.14159	-0.000983592
3.45001	3.14159	-0.000940984
3.47501	3.14159	-0.000900244
3.50001	3.14159	-0.00086129
3.52501	3.14159	-0.000824044
3.55001	3.14159	-0.000788431
3.57501	3.14159	-0.000754378
3.60001	3.14159	-0.000721819
3.62501	3.14159	-0.000690686
3.65001	3.14159	-0.000660918
3.67501	3.14159	-0.000632451
3.70001	3.14159	-0.00060523
3.72501	3.14159	-0.000579201
3.75001	3.14159	-0.000554312
3.77501	3.14159	-0.000530512
3.80001	3.14159	-0.000507754
3.82501	3.14159	-0.000485992
3.85001	3.14159	-0.000465181
3.87501	3.14159	-0.000445281
3.90001	3.14159	-0.00042625
3.92501	3.14159	-0.00040805
3.95001	3.14159	-0.000390645
3.97501	3.14159	-0.000374
4.00001	3.14159	-0.000358082
4.02501	3.14159	-0.000342858
4.05001	3.14159	-0.000328297
4.07501	3.14159	-0.000314372
4.10001	3.14159	-0.000301053
4.12501	3.14159	-0.000288313
4.15001	3.14159	-0.000276128
4.17501	3.14159	-0.000264474
4.20001	3.14159	-0.000253324
4.22501	3.14159	-0.000242659
4.25001	3.14159	-0.000232457
4.27501	3.14159	-0.000222698
4.30001	3.14159	-0.000213362
4.32501	3.14159	-0.000204432
4.35001	3.14159	-0.000195888
4.37501	3.14159	-0.000187714
4.40001	3.14159	-0.000179894
4.42501	3.14159	-0.000172412
4.45001	3.14159	-0.000165254
4.47501	3.14159	-0.000158404
4.50001	3.14159	-0.00015185
4.52501	3.14159	-0.000145578
4.55001	3.14159	-0.000139577
4.57501	3.14159	-0.000133833
4.60001	3.14159	-0.000128337
4.62501	3.14159	-0.000123077
4.65001	3.14159	-0.000118042
4.67501	3.14159	-0.000113223
4.70001	3.14159	-0.00010861
4.72501	3.14159	-0.000104194
4.75001	3.14159	-9.99663e-05
4.77501	3.14159	-9.5919e-05
4.80001	3.14159	-9.2044e-05
4.82501	3.14159	-8.83336e-05
4.85001	3.14159	-8.47807e-05
4.87501	3.14159	-8.13783e-05
4.90001	3.14159	-7.81199e-05
4.92501	3.14159	-7.4999e-05
4.95001	3.14159	-7.20097e-05
4.97501	3.14159	-6.91462e-05
