1e-05	3.14159	-0.0720383
0.02501	3.14159	-0.0719826
0.05001	3.14159	-0.0718782
0.07501	3.14159	-0.0717271
0.10001	3.14159	-0.0715317
0.12501	3.14159	-0.071294
0.15001	3.14159	-0.071015
0.17501	3.14159	-0.070696
0.20001	3.14159	-0.0703391
0.22501	3.14159	-0.0699463
0.25001	3.14159	-0.0695167
0.27501	3.14159	-0.0690494
0.30001	3.14159	-0.0685474
0.32501	3.14159	-0.0680119
0.35001	3.14159	-0.067442
0.37501	3.14159	-0.0668393
0.40001	3.14159	-0.0662026
0.42501	3.14159	-0.0655335
0.45001	3.14159	-0.0648335
0.47501	3.14159	-0.0641012
0.50001	3.14159	-0.0633395
0.52501	3.14159	-0.0625497
0.55001	3.14159	-0.0617331
0.57501	3.14159	-0.0608909
0.60001	3.14159	-0.0600244
0.62501	3.14159	-0.0591349
0.65001	3.14159	-0.0582238
0.67501	3.14159	-0.0572911
0.70001	3.14159	-0.0563397
0.72501	3.14159	-0.0553713
0.75001	3.14159	-0.0543874
0.77501	3.14159	-0.0533895
0.80001	3.14159	-0.0523779
0.82501	3.14159	-0.0513552
0.85001	3.14159	-0.0503235
0.87501	3.14159	-0.0492842
0.90001	3.14159	-0.048239
0.92501	3.14159	-0.0471885
0.95001	3.14159	-0.0461347
0.97501	3.14159	-0.0450794
1.00001	3.14159	-0.0440241
1.02501	3.14159	-0.0429702
1.05001	3.14159	-0.0419187
1.07501	3.14159	-0.0408712
1.10001	3.14159	-0.0398287
1.12501	3.14159	-0.0387927
1.15001	3.14159	-0.0377641
1.17501	3.14159	-0.0367441
1.20001	3.14159	-0.0357337
1.22501	3.14159	-0.0347338
1.25001	3.14159	-0.0337453
1.27501	3.14159	-0.0327692
1.30001	3.14159	-0.0318061
1.32501	3.14159	-0.0308564
1.35001	3.14159	-0.0299212
1.37501	3.14159	-0.0290011
1.40001	3.14159	-0.0280968
1.42501	3.14159	-0.0272087
1.45001	3.14159	-0.0263373
1.47501	3.14159	-0.025483
1.50001	3.14159	-0.0246461
1.52501	3.14159	-0.023827
1.55001	3.14159	-0.0230259
1.57501	3.14159	-0.022243
